linkId,linkLength,linkFreeSpeed,linkCapacity,numberOfLanes,linkModes,attributeOrigId,attributeOrigType,fromNodeId,toNodeId,fromLocationX,fromLocationY,toLocationX,toLocationY
1009,170.43,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46876,secondary,823,822,680863.7274571575,4823873.643672992,680857.5163177256,4824043.915628251
101,132.887,6.172839506172839,1500.0,1.0,"null;car;walk;bike",45968,primary,100,99,679260.0861418736,4823740.461636022,679274.4914297737,4823872.538873122
1010,343.193,18.055555555555554,6000.0,3.0,"null;car",46878,motorway,824,825,679338.325449163,4823670.319141236,679318.6842916142,4824012.858173673
1011,343.193,18.055555555555554,6000.0,3.0,"null",46878,motorway,825,824,679318.6842916142,4824012.858173673,679338.325449163,4823670.319141236
1012,188.778,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46880,secondary,826,223,678456.6703155101,4823847.220542652,678459.906751541,4823658.5101825725
1013,188.778,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46880,secondary,223,826,678459.906751541,4823658.5101825725,678456.6703155101,4823847.220542652
1014,409.659,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46882,tertiary,31,827,685524.7247371293,4829817.450688217,685514.3607255864,4830226.883423399
1015,409.659,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46882,tertiary,827,31,685514.3607255864,4830226.883423399,685524.7247371293,4829817.450688217
1016,280.561,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46884,secondary,665,621,686929.241671171,4818980.220551603,686649.4860405754,4818949.109627337
1017,280.561,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46884,secondary,621,665,686649.4860405754,4818949.109627337,686929.241671171,4818980.220551603
1018,105.747,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46886,tertiary,828,666,687300.3375961811,4820591.105210173,687406.3791867519,4820594.527556645
1019,105.747,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46886,tertiary,666,828,687406.3791867519,4820594.527556645,687300.3375961811,4820591.105210173
102,9.737,6.172839506172839,1500.0,1.0,"null;car;walk;bike",45970,primary,101,102,679325.2035599642,4823617.965172313,679333.5403224209,4823623.055834103
1020,145.598,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46888,tertiary,829,830,683619.4436504242,4824540.6439762525,683614.4462517416,4824686.120561238
1021,145.598,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46888,tertiary,830,829,683614.4462517416,4824686.120561238,683619.4436504242,4824540.6439762525
1022,403.134,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46890,secondary,24,831,683730.0912800315,4822120.49893952,683325.7846794068,4822109.377255856
1023,403.134,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46890,secondary,831,24,683325.7846794068,4822109.377255856,683730.0912800315,4822120.49893952
1024,136.219,6.172839506172839,750.0,0.5,"null;car;walk;bike",46892,primary,832,99,679276.1995316324,4824008.711775536,679274.4914297737,4823872.538873122
1025,136.219,6.172839506172839,750.0,0.5,"null;car;walk;bike",46892,primary,99,832,679274.4914297737,4823872.538873122,679276.1995316324,4824008.711775536
1026,32.45,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46894,secondary,741,833,683367.9730412478,4827480.481802984,683400.3024181036,4827476.6530618975
1027,32.45,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46894,secondary,833,741,683400.3024181036,4827476.6530618975,683367.9730412478,4827480.481802984
1028,393.814,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46896,primary,834,835,682745.9576807525,4825901.35637423,682351.0773011395,4825887.936142838
1029,393.814,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46896,primary,835,834,682351.0773011395,4825887.936142838,682745.9576807525,4825901.35637423
103,9.737,6.172839506172839,1500.0,1.0,"null;car;walk;bike",45970,primary,102,101,679333.5403224209,4823623.055834103,679325.2035599642,4823617.965172313
1030,373.88,6.172839506172839,750.0,0.5,"null;car;walk;bike",46898,primary,836,837,684719.7317412335,4831806.747024664,684722.5690203914,4831432.963993686
1031,373.88,6.172839506172839,750.0,0.5,"null;car;walk;bike",46898,primary,837,836,684722.5690203914,4831432.963993686,684719.7317412335,4831806.747024664
1032,205.032,3.4722222222222223,600.0,1.0,"null;car;walk;bike",46900,tertiary,838,839,683384.522474883,4820148.457334147,683189.6292646588,4820082.847616194
1033,205.032,3.4722222222222223,600.0,1.0,"null;car;walk;bike",46900,tertiary,839,838,683189.6292646588,4820082.847616194,683384.522474883,4820148.457334147
1034,472.27,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46902,secondary,840,532,683902.9703683711,4818888.6090892535,683429.3561918876,4818874.575095503
1035,472.27,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46902,secondary,532,840,683429.3561918876,4818874.575095503,683902.9703683711,4818888.6090892535
1036,11.011,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46904,tertiary,733,841,681702.1988493861,4822471.317122752,681701.9173201537,4822482.323922377
1037,11.011,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46904,tertiary,841,733,681701.9173201537,4822482.323922377,681702.1988493861,4822471.317122752
1038,390.809,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46906,tertiary,842,843,682198.9689659404,4819678.558755569,682184.2636007648,4820068.988365776
1039,390.809,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46906,tertiary,843,842,682184.2636007648,4820068.988365776,682198.9689659404,4819678.558755569
104,21.644,3.4722222222222223,300.0,0.5,"null;car;walk;bike",45972,tertiary,103,104,683628.5958940266,4824251.524000838,683629.5029495154,4824229.886332299
1040,301.665,6.172839506172839,750.0,0.5,"null;car;walk;bike",46908,primary,557,314,679982.045412163,4830370.514331043,679921.9022811331,4830666.0771680465
1041,301.665,6.172839506172839,750.0,0.5,"null;car;walk;bike",46908,primary,314,557,679921.9022811331,4830666.0771680465,679982.045412163,4830370.514331043
1042,141.819,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46910,tertiary,844,268,679701.4675908014,4826004.528102752,679696.8161494565,4826146.233496013
1043,141.819,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46910,tertiary,268,844,679696.8161494565,4826146.233496013,679701.4675908014,4826004.528102752
1044,268.244,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46912,tertiary,845,846,687274.3962952697,4823832.47472108,687005.3085676935,4823825.098078348
1045,268.244,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46912,tertiary,846,845,687005.3085676935,4823825.098078348,687274.3962952697,4823832.47472108
1046,402.601,3.4722222222222223,600.0,1.0,"null;car;walk;bike",46914,tertiary,847,321,685795.7862856041,4830235.235384319,685806.9083105645,4829832.881108383
1047,402.601,3.4722222222222223,600.0,1.0,"null;car;walk;bike",46914,tertiary,321,847,685806.9083105645,4829832.881108383,685795.7862856041,4830235.235384319
1048,405.802,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46916,tertiary,848,641,685585.8830161121,4827813.119261332,685574.4021945293,4828218.663019467
1049,405.802,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46916,tertiary,641,848,685574.4021945293,4828218.663019467,685585.8830161121,4827813.119261332
105,21.644,3.4722222222222223,300.0,0.5,"null;car;walk;bike",45972,tertiary,104,103,683629.5029495154,4824229.886332299,683628.5958940266,4824251.524000838
1050,14.937,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46918,secondary,665,849,686929.241671171,4818980.220551603,686922.6648269669,4818966.78883123
1051,14.937,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46918,secondary,849,665,686922.6648269669,4818966.78883123,686929.241671171,4818980.220551603
1052,431.66,18.055555555555554,6000.0,3.0,"null;car",46920,motorway,337,850,679657.6243484607,4826777.756341333,679886.6978792766,4827144.033387113
1053,431.66,18.055555555555554,6000.0,3.0,"null",46920,motorway,850,337,679886.6978792766,4827144.033387113,679657.6243484607,4826777.756341333
1054,13.266,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46922,tertiary,851,852,679843.6832211331,4821536.86757871,679854.9451638284,4821543.948682262
1055,13.266,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46922,tertiary,852,851,679854.9451638284,4821543.948682262,679843.6832211331,4821536.86757871
1056,328.893,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46924,tertiary,662,853,683330.2746972468,4828260.348361349,683000.3917212927,4828252.905003712
1057,328.893,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46924,tertiary,853,662,683000.3917212927,4828252.905003712,683330.2746972468,4828260.348361349
1058,62.959,6.172839506172839,750.0,0.5,"null;car;walk;bike",46926,primary,854,643,683703.3399857631,4823962.064243284,683640.1953275878,4823960.414858462
1059,62.959,6.172839506172839,750.0,0.5,"null;car;walk;bike",46926,primary,643,854,683640.1953275878,4823960.414858462,683703.3399857631,4823962.064243284
106,242.847,3.4722222222222223,600.0,1.0,"null;car;walk;bike",45974,tertiary,105,106,678912.4277589875,4821585.940697718,678906.1033574955,4821828.639120177
1060,66.78,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46928,primary,855,856,682389.5499270849,4823707.916848591,682322.6331544023,4823704.588156572
1061,66.78,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46928,primary,856,855,682322.6331544023,4823704.588156572,682389.5499270849,4823707.916848591
1062,65.009,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46930,primary,857,858,684702.1253218829,4830759.30406085,684696.6091797245,4830694.541130037
1063,65.009,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46930,primary,858,857,684696.6091797245,4830694.541130037,684702.1253218829,4830759.30406085
1064,16.966,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46932,secondary,859,860,684867.2208864212,4824573.275184629,684866.8023570899,4824590.235938865
1065,16.966,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46932,secondary,860,859,684866.8023570899,4824590.235938865,684867.2208864212,4824573.275184629
1066,108.648,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46934,tertiary,861,264,681786.9553997667,4826099.500779151,681722.7958626307,4826011.658799613
1067,108.648,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46934,tertiary,264,861,681722.7958626307,4826011.658799613,681786.9553997667,4826099.500779151
1068,37.818,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46936,tertiary,862,863,682944.3138015738,4823359.315721268,682943.2196530364,4823397.108830597
1069,37.818,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46936,tertiary,863,862,682943.2196530364,4823397.108830597,682944.3138015738,4823359.315721268
107,242.847,3.4722222222222223,600.0,1.0,"null;car;walk;bike",45974,tertiary,106,105,678906.1033574955,4821828.639120177,678912.4277589875,4821585.940697718
1070,181.522,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46938,secondary,864,865,679674.7140506688,4830047.318140586,679856.688544149,4830054.522108031
1071,181.522,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46938,secondary,865,864,679856.688544149,4830054.522108031,679674.7140506688,4830047.318140586
1072,37.831,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46940,secondary,866,867,679390.0776114931,4825274.545628606,679352.3902160896,4825279.006705222
1073,37.831,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46940,secondary,867,866,679352.3902160896,4825279.006705222,679390.0776114931,4825274.545628606
1074,139.889,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46942,tertiary,868,869,683667.0642670058,4830273.445582689,683527.1811861955,4830284.807239587
1075,139.889,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46942,tertiary,869,868,683527.1811861955,4830284.807239587,683667.0642670058,4830273.445582689
1076,266.291,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46944,primary,870,871,682030.9739833516,4823689.940601119,682298.0026462784,4823698.484484031
1077,266.291,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46944,primary,871,870,682298.0026462784,4823698.484484031,682030.9739833516,4823689.940601119
1078,459.438,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46946,secondary,872,873,678337.2924448864,4827968.439673784,678351.302356325,4827509.338542141
1079,459.438,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46946,secondary,873,872,678351.302356325,4827509.338542141,678337.2924448864,4827968.439673784
108,274.332,3.4722222222222223,300.0,0.5,"null;car;walk;bike",45976,tertiary,107,108,686788.4737111593,4820389.220900241,687044.4089593485,4820490.16916704
1080,31.151,6.172839506172839,750.0,0.5,"null;car;walk;bike",46948,primary,11,575,685931.0630949466,4822135.754025126,685926.7643704624,4822166.60100795
1081,31.151,6.172839506172839,750.0,0.5,"null;car;walk;bike",46948,primary,575,11,685926.7643704624,4822166.60100795,685931.0630949466,4822135.754025126
1082,250.072,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46950,secondary,874,660,684821.2213849303,4826032.870876532,684815.0487666292,4826282.806403168
1083,250.072,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46950,secondary,660,874,684815.0487666292,4826282.806403168,684821.2213849303,4826032.870876532
1084,400.07,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46952,tertiary,875,876,679462.5979945348,4819577.082732843,679482.3603073857,4819177.622168975
1085,400.07,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46952,tertiary,876,875,679482.3603073857,4819177.622168975,679462.5979945348,4819577.082732843
1086,10.246,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46954,primary,877,101,679316.0486678235,4823622.622097032,679325.2035599642,4823617.965172313
1087,10.246,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46954,primary,101,877,679325.2035599642,4823617.965172313,679316.0486678235,4823622.622097032
1088,337.231,6.172839506172839,750.0,0.5,"null;car",46956,primary,878,879,685825.2505515706,4830687.365652407,686093.9761258572,4830482.559678731
1089,337.231,6.172839506172839,750.0,0.5,"null;car",46956,primary,879,878,686093.9761258572,4830482.559678731,685825.2505515706,4830687.365652407
109,274.332,3.4722222222222223,300.0,0.5,"null;car;walk;bike",45976,tertiary,108,107,687044.4089593485,4820490.16916704,686788.4737111593,4820389.220900241
1090,162.668,6.172839506172839,750.0,0.5,"null;car;walk;bike",46958,primary,880,266,679351.8642872337,4823852.04305724,679330.5891920468,4824013.276137308
1091,162.668,6.172839506172839,750.0,0.5,"null;car;walk;bike",46958,primary,266,880,679330.5891920468,4824013.276137308,679351.8642872337,4823852.04305724
1092,399.134,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46960,tertiary,521,881,680705.1250346983,4829689.49321965,680715.7252172513,4829290.602003742
1093,399.134,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46960,tertiary,881,521,680715.7252172513,4829290.602003742,680705.1250346983,4829689.49321965
1094,20.577,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46962,secondary,882,883,684973.0658038897,4820164.056418511,684978.6343239781,4820144.247616392
1095,20.577,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46962,secondary,883,882,684978.6343239781,4820144.247616392,684973.0658038897,4820164.056418511
1096,82.91,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46964,secondary,884,885,683946.7638532409,4826595.290393088,683985.5975609184,4826668.601023465
1097,82.91,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46964,secondary,885,884,683985.5975609184,4826668.601023465,683946.7638532409,4826595.290393088
1098,135.845,6.172839506172839,2250.0,1.5,"null;car;walk;bike",46966,primary,886,887,680490.58888479,4823637.515636037,680626.6260880837,4823645.807928898
1099,135.845,6.172839506172839,2250.0,1.5,"null;car;walk;bike",46966,primary,887,886,680626.6260880837,4823645.807928898,680490.58888479,4823637.515636037
11,89.613,6.172839506172839,1500.0,1.0,"null;car;walk;bike",45878,primary,11,10,685931.0630949466,4822135.754025126,685929.6197850816,4822046.172949593
110,423.716,18.055555555555554,4000.0,2.0,"null;car",45978,motorway,109,110,686252.0622537276,4826443.6488250615,686264.0989702587,4826020.203109783
1100,402.875,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46968,secondary,888,889,680887.1856435016,4822847.406343619,680895.6597544668,4822444.727448327
1101,402.875,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46968,secondary,889,888,680895.6597544668,4822444.727448327,680887.1856435016,4822847.406343619
1102,401.442,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46970,tertiary,279,278,684335.8196411339,4829390.482442513,683933.200218331,4829379.667614178
1103,401.442,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46970,tertiary,278,279,683933.200218331,4829379.667614178,684335.8196411339,4829390.482442513
1104,82.657,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46972,tertiary,885,890,683985.5975609184,4826668.601023465,683902.7130884334,4826671.296891255
1105,82.657,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46972,tertiary,890,885,683902.7130884334,4826671.296891255,683985.5975609184,4826668.601023465
1106,188.629,3.4722222222222223,600.0,1.0,"null;car;walk;bike",46974,tertiary,891,892,683376.5938743119,4824533.52848804,683493.4835133876,4824681.868507189
1107,188.629,3.4722222222222223,600.0,1.0,"null;car;walk;bike",46974,tertiary,892,891,683493.4835133876,4824681.868507189,683376.5938743119,4824533.52848804
1108,9.435,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46976,secondary,253,893,679171.8111092447,4826818.613077691,679181.2770469637,4826818.48800549
1109,9.435,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46976,secondary,893,253,679181.2770469637,4826818.48800549,679171.8111092447,4826818.613077691
111,423.716,18.055555555555554,4000.0,2.0,"null",45978,motorway,110,109,686264.0989702587,4826020.203109783,686252.0622537276,4826443.6488250615
1110,402.744,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46978,tertiary,894,388,682673.4756555284,4831361.237799632,682726.3397811691,4830962.060679288
1111,402.744,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46978,tertiary,388,894,682726.3397811691,4830962.060679288,682673.4756555284,4831361.237799632
1112,352.75,6.172839506172839,750.0,0.5,"null;car;walk;bike",46980,primary,895,896,686276.4883557452,4824557.776968197,686240.5363754774,4824206.926510389
1113,352.75,6.172839506172839,750.0,0.5,"null;car;walk;bike",46980,primary,896,895,686240.5363754774,4824206.926510389,686276.4883557452,4824557.776968197
1114,19.726,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46982,tertiary,813,897,687449.6211828904,4818980.577158224,687450.2996786493,4818960.8781983275
1115,19.726,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46982,tertiary,897,813,687450.2996786493,4818960.8781983275,687449.6211828904,4818980.577158224
1116,128.473,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46984,tertiary,898,271,679523.9426022929,4821509.5461535165,679528.3664936316,4821381.183948663
1117,128.473,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46984,tertiary,271,898,679528.3664936316,4821381.183948663,679523.9426022929,4821509.5461535165
1118,323.602,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46986,tertiary,899,900,683938.2608335768,4829168.436461538,684262.8498560286,4829175.616287679
1119,323.602,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46986,tertiary,900,899,684262.8498560286,4829175.616287679,683938.2608335768,4829168.436461538
112,336.476,4.62962962962963,1000.0,1.0,"null;car;walk;bike",45980,secondary,111,112,679045.9983462996,4826822.667399134,678708.512774379,4826814.824851676
1120,448.481,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46988,tertiary,901,902,682776.4759037172,4824964.337145677,682790.5935152525,4824516.192186676
1121,448.481,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46988,tertiary,902,901,682790.5935152525,4824516.192186676,682776.4759037172,4824964.337145677
1122,144.985,18.055555555555554,4000.0,2.0,"null;car",46990,motorway,53,903,686277.1421211467,4826594.674900267,686273.7488601299,4826739.5976226935
1123,144.985,18.055555555555554,4000.0,2.0,"null",46990,motorway,903,53,686273.7488601299,4826739.5976226935,686277.1421211467,4826594.674900267
1124,355.366,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46992,secondary,904,905,684769.2994743859,4828188.7513963925,684759.1486845985,4828543.958051452
1125,355.366,4.62962962962963,1000.0,1.0,"null;car;walk;bike",46992,secondary,905,904,684759.1486845985,4828543.958051452,684769.2994743859,4828188.7513963925
1126,405.447,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46994,tertiary,906,224,687303.532174767,4823428.178859322,687332.661676439,4823023.8719235705
1127,405.447,3.4722222222222223,300.0,0.5,"null;car;walk;bike",46994,tertiary,224,906,687332.661676439,4823023.8719235705,687303.532174767,4823428.178859322
1128,61.363,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46996,primary,907,498,679993.0373157528,4828309.751118841,679997.8750373905,4828370.910158691
1129,61.363,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46996,primary,498,907,679997.8750373905,4828370.910158691,679993.0373157528,4828309.751118841
113,336.476,4.62962962962963,1000.0,1.0,"null;car;walk;bike",45980,secondary,112,111,678708.512774379,4826814.824851676,679045.9983462996,4826822.667399134
1130,22.255,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46998,primary,908,909,683295.8661559797,4823180.297194357,683296.4897151763,4823158.040536034
1131,22.255,6.172839506172839,1500.0,1.0,"null;car;walk;bike",46998,primary,909,908,683296.4897151763,4823158.040536034,683295.8661559797,4823180.297194357
1132,59.121,6.172839506172839,1500.0,1.0,"null;car;walk;bike",47000,primary,80,910,680742.5044018354,4825920.975939757,680801.5747039053,4825915.620648644
1133,59.121,6.172839506172839,1500.0,1.0,"null;car;walk;bike",47000,primary,910,80,680801.5747039053,4825915.620648644,680742.5044018354,4825920.975939757
1134,145.443,6.172839506172839,1500.0,1.0,"null;car;walk;bike",47002,primary,911,838,683379.5712752271,4820293.789601648,683384.522474883,4820148.457334147
1135,145.443,6.172839506172839,1500.0,1.0,"null;car;walk;bike",47002,primary,838,911,683384.522474883,4820148.457334147,683379.5712752271,4820293.789601648
1136,402.65,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47004,tertiary,912,913,687078.2921655469,4832284.476149369,687482.1491110461,4832294.57988055
1137,402.65,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47004,tertiary,913,912,687482.1491110461,4832294.57988055,687078.2921655469,4832284.476149369
1138,14.875,4.62962962962963,1000.0,1.0,"null;car;walk;bike",47006,secondary,456,914,679945.9434251279,4828472.657975034,679931.0330810848,4828472.2356241895
1139,14.875,4.62962962962963,1000.0,1.0,"null;car;walk;bike",47006,secondary,914,456,679931.0330810848,4828472.2356241895,679945.9434251279,4828472.657975034
114,100.925,6.172839506172839,750.0,0.5,"null;car;walk;bike",45982,primary,113,114,679826.0373865385,4828456.070602442,679886.0776577388,4828374.834359441
1140,405.437,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47008,tertiary,845,906,687274.3962952697,4823832.47472108,687303.532174767,4823428.178859322
1141,405.437,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47008,tertiary,906,845,687303.532174767,4823428.178859322,687274.3962952697,4823832.47472108
1142,416.958,18.055555555555554,6000.0,3.0,"null;car",47010,motorway,315,915,679928.0051612947,4830824.377353497,679943.4111389073,4831240.949481289
1143,416.958,18.055555555555554,6000.0,3.0,"null",47010,motorway,915,315,679943.4111389073,4831240.949481289,679928.0051612947,4830824.377353497
1144,400.942,18.055555555555554,6000.0,3.0,"null;car",47012,motorway,916,917,679021.7055192047,4831158.761966269,679414.576719146,4831244.904972502
1145,400.942,18.055555555555554,6000.0,3.0,"null",47012,motorway,917,916,679414.576719146,4831244.904972502,679021.7055192047,4831158.761966269
1146,33.087,6.172839506172839,1500.0,1.0,"null;car;walk;bike",47014,primary,334,322,679280.7449937492,4823601.351574745,679312.0983185067,4823612.21371288
1147,33.087,6.172839506172839,1500.0,1.0,"null;car;walk;bike",47014,primary,322,334,679312.0983185067,4823612.21371288,679280.7449937492,4823601.351574745
1148,402.174,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47016,tertiary,889,732,680895.6597544668,4822444.727448327,681298.9328515315,4822458.0324860355
1149,402.174,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47016,tertiary,732,889,681298.9328515315,4822458.0324860355,680895.6597544668,4822444.727448327
115,100.925,6.172839506172839,750.0,0.5,"null;car;walk;bike",45982,primary,114,113,679886.0776577388,4828374.834359441,679826.0373865385,4828456.070602442
1150,226.357,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47018,tertiary,918,919,680024.8359876731,4827358.612354404,679992.3760346608,4827134.631185851
1151,226.357,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47018,tertiary,919,918,679992.3760346608,4827134.631185851,680024.8359876731,4827358.612354404
1152,14.934,6.172839506172839,1500.0,1.0,"null;car;walk;bike",47020,primary,324,920,680247.8349581684,4826258.663174215,680237.0348493833,4826269.009528352
1153,14.934,6.172839506172839,1500.0,1.0,"null;car;walk;bike",47020,primary,920,324,680237.0348493833,4826269.009528352,680247.8349581684,4826258.663174215
1154,304.056,4.62962962962963,1000.0,1.0,"null;car;walk;bike",47022,secondary,311,921,686373.3358566663,4830843.626503189,686322.1795975049,4831143.299534317
1155,304.056,4.62962962962963,1000.0,1.0,"null;car;walk;bike",47022,secondary,921,311,686322.1795975049,4831143.299534317,686373.3358566663,4830843.626503189
1156,101.482,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47024,tertiary,922,923,683601.3426500682,4827953.9732997855,683703.1178266645,4827956.882603864
1157,101.482,3.4722222222222223,300.0,0.5,"null;car;walk;bike",47024,tertiary,923,922,683703.1178266645,4827956.882603864,683601.3426500682,4827953.9732997855
